Reservation_ID,Payment,Rate,Promo_Code,GST_Amount,Total_Amount,Rate_Plan
RES-03044,UPI,1500/day,,75.0,1575.0,standard
RES-03045,upi,"₹ 1,500 /day",BOGUS99,75.0,1575.0,premium
RES-03046,card,800,,40.0,840.0,eco
RES-03047,Card,₹ 800 /day,BOGUS99,40.0,840.0,premium
RES-03048,cash,"₹ 1,500 /day",DISC15,,1575.0,standard
RES-03049,upi,₹1500/day,SAVE10,75.0,1575.0,standard
RES-03050,wallet,3000,SAVE10,150.0,3150.0,premium
RES-03051,upi,₹1500/day,BOGUS99,75.0,1575.0,eco
RES-03052,upi,₹2500/day,DISC15,125.0,2625.0,standard
RES-03053,UPI,₹800/day,,,840.0,eco
RES-03054,Card,"₹ 2,500 /day",BOGUS99,125.0,2625.0,premium
RES-03055,upi,1500/day,DISC15,75.0,1575.0,eco
RES-03056,UPI,2000,SAVE10,100.0,2100.0,premium
RES-03057,card,800,SAVE10,40.0,840.0,standard
RES-03058,upi,2000/day,SAVE10,100.0,2100.0,eco
RES-03059,UPI,₹1200/day,BOGUS99,60.0,1260.0,eco
RES-03060,Card,₹3000/day,BOGUS99,150.0,3150.0,premium
RES-03061,wallet,1200/day,SAVE10,60.0,1260.0,standard
RES-03062,Card,₹ 800 /day,BOGUS99,40.0,840.0,standard
RES-03063,upi,₹1200/day,DISC15,60.0,1260.0,eco
RES-03064,upi,2500,BOGUS99,125.0,2625.0,standard
RES-03065,upi,"₹ 2,000 /day",DISC15,100.0,2100.0,eco
RES-03066,UPI,2500,SAVE10,125.0,2625.0,standard
RES-03067,Card,2500/day,BOGUS99,125.0,2625.0,premium
RES-03068,wallet,2500,SAVE10,125.0,2625.0,eco
RES-03069,UPI,2000/day,SAVE10,100.0,2100.0,standard
RES-03070,wallet,2000/day,DISC15,100.0,2100.0,standard
RES-03071,UPI,₹1000/day,BOGUS99,50.0,1050.0,premium
RES-03072,UPI,₹1200/day,,60.0,1260.0,standard
RES-03073,Card,1200,DISC15,60.0,1260.0,standard
RES-03074,wallet,1200/day,DISC15,60.0,1260.0,premium
RES-03075,wallet,"₹ 1,000 /day",BOGUS99,50.0,1050.0,eco
RES-03076,Card,"₹ 1,000 /day",,,1050.0,standard
RES-03077,wallet,1000/day,,50.0,1050.0,standard
RES-03078,card,2500/day,DISC15,125.0,2625.0,eco
RES-03079,Card,₹3000/day,DISC15,150.0,3150.0,eco
RES-03080,card,"₹ 1,500 /day",DISC15,75.0,1575.0,standard
RES-03081,cash,1000/day,DISC15,,1050.0,premium
RES-03082,wallet,1200/day,,60.0,1260.0,premium
RES-03083,wallet,₹1000/day,DISC15,50.0,1050.0,standard
RES-03084,upi,800/day,BOGUS99,40.0,840.0,eco
RES-03085,UPI,2000/day,SAVE10,100.0,2100.0,premium
RES-03086,card,₹800/day,BOGUS99,40.0,840.0,premium
RES-03087,upi,800/day,BOGUS99,40.0,840.0,standard
RES-03088,cash,1200,SAVE10,60.0,1260.0,standard
RES-03089,Card,"₹ 1,200 /day",BOGUS99,,1260.0,eco
RES-03090,cash,2500/day,,125.0,2625.0,premium
RES-03091,Card,2500,BOGUS99,125.0,2625.0,eco
RES-03092,cash,2500/day,SAVE10,125.0,2625.0,eco
RES-03093,upi,1500,DISC15,75.0,1575.0,premium
RES-03094,upi,₹1500/day,SAVE10,75.0,1575.0,eco
RES-03095,card,1200/day,,60.0,1260.0,premium
RES-03096,Card,2500/day,,125.0,2625.0,eco
RES-03097,upi,2000,SAVE10,100.0,2100.0,premium
RES-03098,card,₹ 800 /day,,,840.0,eco
RES-03099,UPI,₹ 800 /day,SAVE10,40.0,840.0,eco
RES-03100,cash,"₹ 1,500 /day",SAVE10,,1575.0,eco
RES-03101,cash,1200,SAVE10,60.0,1260.0,eco
RES-03102,cash,₹2000/day,,,2100.0,premium
RES-03103,upi,1500,,75.0,1575.0,premium
RES-03104,wallet,2500,,125.0,2625.0,premium
RES-03105,card,₹1200/day,DISC15,60.0,1260.0,eco
RES-03106,card,₹1000/day,,50.0,1050.0,standard
RES-03107,wallet,₹1500/day,SAVE10,,1575.0,standard
RES-03108,card,"₹ 2,000 /day",,100.0,2100.0,premium
RES-03109,cash,1200/day,SAVE10,,1260.0,eco
RES-03110,Card,"₹ 3,000 /day",BOGUS99,150.0,3150.0,standard
RES-03111,wallet,1200,SAVE10,60.0,1260.0,premium
RES-03112,card,"₹ 1,000 /day",SAVE10,50.0,1050.0,standard
RES-03113,cash,3000,DISC15,150.0,3150.0,standard
RES-03114,card,₹1500/day,BOGUS99,75.0,1575.0,eco
RES-03115,Card,1200/day,DISC15,60.0,1260.0,eco
RES-03116,cash,"₹ 2,500 /day",,125.0,2625.0,premium
RES-03117,upi,3000,SAVE10,150.0,3150.0,eco
RES-03118,upi,1000,,50.0,1050.0,eco
RES-03119,wallet,2000/day,DISC15,100.0,2100.0,eco
RES-03120,upi,2000/day,BOGUS99,100.0,2100.0,standard
RES-03121,cash,₹2000/day,SAVE10,,2100.0,premium
RES-03122,cash,2000,SAVE10,100.0,2100.0,standard
RES-03123,Card,2000,,100.0,2100.0,eco
RES-03124,wallet,"₹ 1,200 /day",,60.0,1260.0,premium
RES-03125,cash,1000/day,SAVE10,50.0,1050.0,standard
RES-03126,card,3000,BOGUS99,150.0,3150.0,standard
RES-03127,upi,3000/day,BOGUS99,150.0,3150.0,premium
RES-03128,Card,₹1000/day,DISC15,50.0,1050.0,eco
RES-03129,upi,"₹ 1,200 /day",SAVE10,60.0,1260.0,standard
RES-03130,UPI,1500,DISC15,,1575.0,standard
RES-03131,Card,3000,,150.0,3150.0,premium
RES-03132,UPI,2500,SAVE10,,2625.0,premium
RES-03133,UPI,₹ 800 /day,DISC15,,840.0,premium
RES-03134,wallet,₹800/day,,40.0,840.0,premium
RES-03135,card,800,DISC15,,840.0,eco
RES-03136,card,"₹ 2,000 /day",,100.0,2100.0,standard
RES-03137,wallet,"₹ 1,500 /day",BOGUS99,75.0,1575.0,standard
RES-03138,Card,1200/day,,60.0,1260.0,standard
RES-03139,Card,"₹ 1,200 /day",SAVE10,,1260.0,eco
RES-03140,Card,"₹ 2,000 /day",DISC15,100.0,2100.0,eco
RES-03141,UPI,800,BOGUS99,40.0,840.0,eco
RES-03142,UPI,1200/day,DISC15,60.0,1260.0,standard
RES-03143,Card,2000/day,BOGUS99,100.0,2100.0,eco
RES-03144,wallet,₹1500/day,SAVE10,75.0,1575.0,standard
RES-03145,UPI,₹2500/day,DISC15,125.0,2625.0,standard
RES-03146,Card,"₹ 2,500 /day",,125.0,2625.0,standard
RES-03147,upi,1200/day,DISC15,60.0,1260.0,premium
RES-03148,upi,1000/day,SAVE10,50.0,1050.0,eco
RES-03149,UPI,"₹ 2,500 /day",DISC15,,2625.0,standard
RES-03150,card,800,SAVE10,40.0,840.0,standard
RES-03151,upi,₹ 800 /day,DISC15,,840.0,premium
RES-03152,card,800/day,SAVE10,40.0,840.0,standard
RES-03153,UPI,₹1200/day,BOGUS99,60.0,1260.0,premium
RES-03154,wallet,"₹ 2,500 /day",SAVE10,125.0,2625.0,eco
RES-03155,cash,₹800/day,DISC15,40.0,840.0,standard
RES-03156,upi,"₹ 1,200 /day",BOGUS99,60.0,1260.0,eco
RES-03157,upi,₹1500/day,SAVE10,75.0,1575.0,eco
RES-03158,Card,800,DISC15,40.0,840.0,premium
RES-03159,Card,₹1000/day,SAVE10,50.0,1050.0,standard
RES-03160,wallet,3000,DISC15,,3150.0,standard
RES-03161,cash,₹2500/day,,125.0,2625.0,eco
RES-03162,cash,"₹ 2,000 /day",SAVE10,100.0,2100.0,eco
RES-03163,card,₹800/day,,40.0,840.0,premium
RES-03164,Card,2000/day,BOGUS99,100.0,2100.0,eco
RES-03165,card,"₹ 3,000 /day",DISC15,150.0,3150.0,eco
RES-03166,upi,1000,,50.0,1050.0,standard
RES-03167,Card,3000,SAVE10,150.0,3150.0,standard
RES-03168,wallet,3000/day,BOGUS99,150.0,3150.0,premium
RES-03169,UPI,3000,BOGUS99,150.0,3150.0,eco
RES-03170,Card,3000,BOGUS99,150.0,3150.0,eco
RES-03171,UPI,2500/day,SAVE10,125.0,2625.0,eco
RES-03172,card,2500,,125.0,2625.0,premium
RES-03173,card,3000,DISC15,150.0,3150.0,standard
RES-03174,Card,1500/day,,75.0,1575.0,eco
RES-03175,card,"₹ 2,500 /day",SAVE10,125.0,2625.0,premium
RES-03176,cash,₹2000/day,BOGUS99,100.0,2100.0,standard
RES-03177,UPI,3000,SAVE10,150.0,3150.0,eco
RES-03178,wallet,800,BOGUS99,40.0,840.0,eco
RES-03179,wallet,₹1200/day,DISC15,60.0,1260.0,eco
RES-03180,UPI,800/day,SAVE10,40.0,840.0,standard
RES-03181,wallet,800/day,BOGUS99,40.0,840.0,standard
RES-03182,UPI,2000/day,BOGUS99,100.0,2100.0,premium
RES-03183,wallet,₹ 800 /day,BOGUS99,40.0,840.0,standard
RES-03184,cash,₹2500/day,,125.0,2625.0,eco
RES-03185,cash,"₹ 1,200 /day",BOGUS99,60.0,1260.0,eco
RES-03186,upi,1200/day,DISC15,60.0,1260.0,premium
RES-03187,wallet,₹3000/day,,150.0,3150.0,premium
RES-03188,wallet,800/day,SAVE10,,840.0,standard
RES-03189,wallet,₹2500/day,,125.0,2625.0,eco
RES-03190,card,₹ 800 /day,,40.0,840.0,standard
RES-03191,UPI,₹1000/day,SAVE10,50.0,1050.0,eco
RES-03192,card,"₹ 2,000 /day",BOGUS99,,2100.0,premium
RES-03193,UPI,2500,,125.0,2625.0,eco
RES-03194,cash,₹1000/day,BOGUS99,,1050.0,premium
RES-03195,cash,"₹ 2,000 /day",,100.0,2100.0,standard
RES-03196,UPI,₹2500/day,,125.0,2625.0,standard
RES-03197,upi,"₹ 1,500 /day",DISC15,,1575.0,eco
RES-03198,UPI,₹1500/day,BOGUS99,75.0,1575.0,eco
RES-03199,Card,₹2500/day,DISC15,125.0,2625.0,eco
RES-03200,wallet,800/day,DISC15,40.0,840.0,premium
RES-03201,Card,2500/day,,125.0,2625.0,eco
RES-03202,Card,3000/day,BOGUS99,,3150.0,standard
RES-03203,Card,3000/day,SAVE10,150.0,3150.0,eco
RES-03204,wallet,"₹ 1,500 /day",,75.0,1575.0,standard
RES-03205,card,₹ 800 /day,BOGUS99,,840.0,premium
RES-03206,wallet,"₹ 2,500 /day",BOGUS99,125.0,2625.0,standard
RES-03207,Card,"₹ 2,000 /day",SAVE10,,2100.0,premium
RES-03208,card,₹1200/day,BOGUS99,60.0,1260.0,eco
RES-03209,cash,₹800/day,BOGUS99,,840.0,premium
RES-03210,upi,"₹ 2,500 /day",DISC15,125.0,2625.0,standard
RES-03211,upi,"₹ 2,000 /day",BOGUS99,,2100.0,eco
RES-03212,wallet,800/day,SAVE10,40.0,840.0,premium
RES-03213,wallet,₹1000/day,BOGUS99,50.0,1050.0,eco
RES-03214,upi,1500,,75.0,1575.0,standard
RES-03215,Card,1000/day,SAVE10,50.0,1050.0,premium
RES-03216,cash,1200,BOGUS99,60.0,1260.0,standard
RES-03217,UPI,₹2000/day,,100.0,2100.0,premium
RES-03218,wallet,1500/day,SAVE10,75.0,1575.0,eco
RES-03219,wallet,800/day,SAVE10,40.0,840.0,premium
RES-03220,UPI,"₹ 1,200 /day",,60.0,1260.0,standard
RES-03221,upi,1500/day,BOGUS99,75.0,1575.0,premium
RES-03222,UPI,1000/day,,50.0,1050.0,eco
RES-03223,UPI,"₹ 2,500 /day",BOGUS99,125.0,2625.0,standard
RES-03224,cash,1500,SAVE10,75.0,1575.0,standard
RES-03225,cash,800/day,BOGUS99,40.0,840.0,eco
RES-03226,UPI,₹2500/day,DISC15,125.0,2625.0,premium
RES-03227,card,₹1000/day,BOGUS99,50.0,1050.0,premium
RES-03228,cash,3000/day,DISC15,150.0,3150.0,eco
RES-03229,UPI,"₹ 1,000 /day",BOGUS99,50.0,1050.0,eco
RES-03230,wallet,1500,BOGUS99,75.0,1575.0,standard
RES-03231,Card,₹1500/day,,75.0,1575.0,eco
RES-03232,card,1500,SAVE10,75.0,1575.0,premium
RES-03233,upi,1200/day,BOGUS99,60.0,1260.0,premium
RES-03234,card,1000,SAVE10,50.0,1050.0,standard
RES-03235,upi,800/day,,40.0,840.0,standard
RES-03236,upi,3000,BOGUS99,150.0,3150.0,standard
RES-03237,upi,"₹ 3,000 /day",SAVE10,150.0,3150.0,standard
RES-03238,cash,1500,DISC15,75.0,1575.0,premium
RES-03239,UPI,2500,,125.0,2625.0,standard
RES-03240,UPI,1200/day,DISC15,60.0,1260.0,eco
RES-03241,upi,1200/day,,,1260.0,premium
RES-03242,cash,"₹ 2,000 /day",DISC15,100.0,2100.0,eco
RES-03243,Card,1000,BOGUS99,,1050.0,eco
RES-03244,Card,1200/day,BOGUS99,,1260.0,standard
RES-03245,wallet,"₹ 1,000 /day",SAVE10,50.0,1050.0,standard
RES-03246,wallet,2500,BOGUS99,,2625.0,standard
RES-03247,card,800/day,DISC15,40.0,840.0,premium
RES-03248,upi,"₹ 2,500 /day",SAVE10,125.0,2625.0,standard
RES-03249,cash,₹800/day,,40.0,840.0,standard
RES-03250,cash,₹2000/day,,100.0,2100.0,standard
RES-03251,card,₹2000/day,,100.0,2100.0,standard
RES-03252,UPI,1000,DISC15,50.0,1050.0,premium
RES-03253,Card,₹1000/day,SAVE10,50.0,1050.0,eco
RES-03254,upi,2000,,100.0,2100.0,eco
RES-03255,Card,₹2000/day,SAVE10,100.0,2100.0,standard
RES-03256,upi,₹1200/day,DISC15,60.0,1260.0,eco
RES-03257,cash,"₹ 1,200 /day",SAVE10,60.0,1260.0,premium
RES-03258,cash,"₹ 2,500 /day",,125.0,2625.0,standard
RES-03259,cash,1000/day,DISC15,,1050.0,premium
RES-03260,Card,₹1000/day,,,1050.0,eco
RES-03261,card,₹1500/day,BOGUS99,75.0,1575.0,eco
RES-03262,upi,₹1200/day,DISC15,,1260.0,eco
RES-03263,cash,₹2500/day,DISC15,125.0,2625.0,eco
RES-03264,UPI,"₹ 2,000 /day",SAVE10,100.0,2100.0,premium
RES-03265,Card,₹1000/day,DISC15,50.0,1050.0,standard
RES-03266,cash,"₹ 3,000 /day",DISC15,150.0,3150.0,premium
RES-03267,Card,1500/day,SAVE10,75.0,1575.0,standard
RES-03268,wallet,800/day,SAVE10,40.0,840.0,premium
RES-03269,upi,3000/day,,150.0,3150.0,eco
RES-03270,Card,3000,DISC15,,3150.0,premium
RES-03271,Card,2000/day,,,2100.0,premium
RES-03272,card,3000/day,DISC15,150.0,3150.0,eco
RES-03273,upi,2000/day,SAVE10,100.0,2100.0,standard
RES-03274,cash,2000,DISC15,,2100.0,premium
RES-03275,upi,1200/day,,60.0,1260.0,premium
RES-03276,UPI,"₹ 1,000 /day",BOGUS99,50.0,1050.0,standard
RES-03277,upi,"₹ 1,500 /day",SAVE10,75.0,1575.0,standard
RES-03278,UPI,3000,,150.0,3150.0,eco
RES-03279,wallet,1200,BOGUS99,60.0,1260.0,premium
RES-03280,UPI,1000,BOGUS99,,1050.0,standard
RES-03281,card,"₹ 3,000 /day",BOGUS99,150.0,3150.0,eco
RES-03282,cash,2500/day,SAVE10,125.0,2625.0,premium
RES-03283,Card,"₹ 2,500 /day",,125.0,2625.0,eco
RES-03284,wallet,"₹ 3,000 /day",DISC15,150.0,3150.0,premium
RES-03285,wallet,"₹ 1,200 /day",BOGUS99,60.0,1260.0,standard
RES-03286,Card,1200/day,SAVE10,60.0,1260.0,standard
RES-03287,card,1000/day,DISC15,50.0,1050.0,eco
RES-03288,wallet,₹2500/day,DISC15,125.0,2625.0,eco
RES-03289,upi,1200/day,DISC15,60.0,1260.0,premium
RES-03290,Card,3000/day,SAVE10,150.0,3150.0,premium
RES-03291,wallet,₹2500/day,BOGUS99,125.0,2625.0,premium
RES-03292,upi,"₹ 3,000 /day",,150.0,3150.0,standard
RES-03293,Card,1000,,,1050.0,eco
RES-03294,cash,3000/day,BOGUS99,150.0,3150.0,premium
RES-03295,cash,₹1500/day,BOGUS99,75.0,1575.0,eco
RES-03296,card,₹2500/day,DISC15,125.0,2625.0,standard
RES-03297,upi,₹2500/day,BOGUS99,,2625.0,standard
RES-03298,wallet,1500,,75.0,1575.0,eco
RES-03299,UPI,3000,BOGUS99,150.0,3150.0,standard
RES-03300,UPI,2500,BOGUS99,125.0,2625.0,eco
RES-03301,wallet,"₹ 2,000 /day",DISC15,,2100.0,eco
RES-03302,wallet,₹800/day,BOGUS99,40.0,840.0,standard
RES-03303,card,"₹ 2,500 /day",,125.0,2625.0,standard
RES-03304,card,"₹ 1,000 /day",,50.0,1050.0,eco
RES-03305,cash,1000,BOGUS99,50.0,1050.0,premium
RES-03306,upi,800,,40.0,840.0,standard
RES-03307,wallet,"₹ 1,200 /day",SAVE10,60.0,1260.0,premium
RES-03308,cash,3000/day,DISC15,150.0,3150.0,eco
RES-03309,card,2500/day,BOGUS99,125.0,2625.0,standard
RES-03310,upi,2500,DISC15,125.0,2625.0,eco
RES-03311,card,800,SAVE10,,840.0,premium
RES-03312,cash,1000,BOGUS99,50.0,1050.0,eco
RES-03313,Card,"₹ 3,000 /day",,,3150.0,standard
RES-03314,UPI,"₹ 2,000 /day",DISC15,100.0,2100.0,eco
RES-03315,upi,"₹ 2,500 /day",BOGUS99,125.0,2625.0,eco
RES-03316,upi,3000,BOGUS99,150.0,3150.0,eco
RES-03317,wallet,1000/day,SAVE10,50.0,1050.0,premium
RES-03318,UPI,1000/day,BOGUS99,50.0,1050.0,standard
RES-03319,wallet,1500,DISC15,75.0,1575.0,premium
RES-03320,cash,"₹ 1,200 /day",,60.0,1260.0,standard
RES-03321,cash,"₹ 1,200 /day",BOGUS99,60.0,1260.0,eco
RES-03322,upi,1500/day,DISC15,75.0,1575.0,eco
RES-03323,card,2500,,,2625.0,premium
RES-03324,wallet,1000,,50.0,1050.0,standard
RES-03325,card,1200,DISC15,60.0,1260.0,premium
RES-03326,UPI,"₹ 2,000 /day",SAVE10,100.0,2100.0,premium
RES-03327,cash,"₹ 2,500 /day",DISC15,125.0,2625.0,eco
RES-03328,cash,"₹ 1,500 /day",,75.0,1575.0,eco
RES-03329,cash,1500/day,BOGUS99,75.0,1575.0,eco
RES-03330,UPI,1500/day,DISC15,75.0,1575.0,eco
RES-03331,UPI,"₹ 1,500 /day",,75.0,1575.0,eco
RES-03332,UPI,₹1500/day,,75.0,1575.0,premium
RES-03333,wallet,₹1000/day,BOGUS99,50.0,1050.0,standard
RES-03334,Card,₹1200/day,DISC15,60.0,1260.0,standard
RES-03335,wallet,1200,DISC15,60.0,1260.0,eco
RES-03336,card,1200/day,BOGUS99,60.0,1260.0,eco
RES-03337,UPI,"₹ 2,500 /day",BOGUS99,125.0,2625.0,eco
RES-03338,Card,1200,,60.0,1260.0,premium
RES-03339,Card,"₹ 1,200 /day",DISC15,60.0,1260.0,standard
RES-03340,wallet,3000/day,BOGUS99,150.0,3150.0,eco
RES-03341,wallet,800,BOGUS99,40.0,840.0,eco
RES-03342,cash,₹ 800 /day,DISC15,40.0,840.0,eco
RES-03343,cash,₹1200/day,BOGUS99,60.0,1260.0,eco
RES-03344,UPI,"₹ 1,000 /day",BOGUS99,50.0,1050.0,standard
RES-03345,Card,"₹ 2,000 /day",,100.0,2100.0,standard
RES-03346,card,"₹ 1,200 /day",SAVE10,60.0,1260.0,standard
RES-03347,UPI,3000/day,SAVE10,150.0,3150.0,premium
RES-03348,Card,800/day,DISC15,40.0,840.0,eco
RES-03349,UPI,₹1000/day,BOGUS99,,1050.0,standard
RES-03350,upi,₹ 800 /day,,40.0,840.0,eco
RES-03351,wallet,1200/day,SAVE10,,1260.0,premium
RES-03352,cash,"₹ 2,500 /day",BOGUS99,125.0,2625.0,eco
RES-03353,Card,₹800/day,SAVE10,40.0,840.0,standard
RES-03354,upi,"₹ 1,500 /day",DISC15,75.0,1575.0,eco
RES-03355,wallet,2500,SAVE10,125.0,2625.0,standard
RES-03356,upi,3000,SAVE10,150.0,3150.0,eco
RES-03357,cash,1500/day,BOGUS99,75.0,1575.0,eco
RES-03358,cash,800,,40.0,840.0,standard
RES-03359,upi,"₹ 1,500 /day",SAVE10,75.0,1575.0,eco
RES-03360,UPI,"₹ 1,000 /day",,50.0,1050.0,standard
RES-03361,wallet,800/day,,40.0,840.0,premium
RES-03362,wallet,2000,BOGUS99,100.0,2100.0,eco
RES-03363,UPI,₹2500/day,BOGUS99,125.0,2625.0,standard
RES-03364,upi,₹800/day,,40.0,840.0,eco
RES-03365,wallet,₹800/day,BOGUS99,40.0,840.0,premium
RES-03366,card,"₹ 2,500 /day",DISC15,125.0,2625.0,standard
RES-03367,card,1500/day,SAVE10,75.0,1575.0,premium
RES-03368,cash,800/day,BOGUS99,40.0,840.0,premium
RES-03369,cash,800,SAVE10,40.0,840.0,premium
RES-03370,wallet,₹1200/day,,60.0,1260.0,standard
RES-03371,card,3000/day,SAVE10,150.0,3150.0,standard
RES-03372,card,₹1500/day,BOGUS99,75.0,1575.0,eco
RES-03373,wallet,800/day,,40.0,840.0,premium
RES-03374,card,800/day,SAVE10,40.0,840.0,standard
RES-03375,UPI,₹ 800 /day,,40.0,840.0,premium
RES-03376,upi,2000,DISC15,100.0,2100.0,eco
RES-03377,card,"₹ 1,000 /day",DISC15,50.0,1050.0,premium
RES-03378,cash,₹800/day,BOGUS99,40.0,840.0,standard
RES-03379,upi,2000/day,SAVE10,100.0,2100.0,eco
RES-03380,cash,₹1500/day,BOGUS99,,1575.0,standard
RES-03381,upi,1200,DISC15,60.0,1260.0,eco
RES-03382,upi,"₹ 1,000 /day",SAVE10,50.0,1050.0,eco
RES-03383,wallet,2500/day,BOGUS99,,2625.0,eco
RES-03384,UPI,800,BOGUS99,40.0,840.0,premium
RES-03385,card,1000/day,BOGUS99,50.0,1050.0,eco
RES-03386,cash,₹1000/day,BOGUS99,50.0,1050.0,standard
RES-03387,cash,₹1000/day,SAVE10,50.0,1050.0,premium
RES-03388,wallet,2000/day,SAVE10,100.0,2100.0,eco
RES-03389,wallet,₹2500/day,BOGUS99,125.0,2625.0,standard
RES-03390,upi,₹800/day,BOGUS99,,840.0,standard
RES-03391,wallet,800,DISC15,,840.0,standard
RES-03392,wallet,₹2000/day,DISC15,100.0,2100.0,eco
RES-03393,card,1000/day,,,1050.0,premium
RES-03394,upi,₹1200/day,SAVE10,60.0,1260.0,standard
RES-03395,UPI,"₹ 1,500 /day",BOGUS99,75.0,1575.0,eco
RES-03396,Card,3000,DISC15,150.0,3150.0,eco
RES-03397,upi,800/day,BOGUS99,40.0,840.0,standard
RES-03398,upi,"₹ 1,000 /day",,50.0,1050.0,standard
RES-03399,wallet,1500,SAVE10,75.0,1575.0,premium
RES-03400,Card,3000,DISC15,150.0,3150.0,standard
RES-03401,cash,3000,BOGUS99,150.0,3150.0,standard
RES-03402,Card,"₹ 3,000 /day",DISC15,,3150.0,eco
RES-03403,UPI,1000,,50.0,1050.0,eco
RES-03404,Card,"₹ 2,000 /day",,100.0,2100.0,premium
RES-03405,card,2500,,125.0,2625.0,eco
RES-03406,card,₹1200/day,BOGUS99,60.0,1260.0,premium
RES-03407,cash,3000/day,DISC15,150.0,3150.0,eco
RES-03408,UPI,"₹ 3,000 /day",,150.0,3150.0,standard
RES-03409,Card,"₹ 1,200 /day",,60.0,1260.0,premium
RES-03410,UPI,2500/day,BOGUS99,125.0,2625.0,premium
RES-03411,upi,1000/day,,,1050.0,eco
RES-03412,upi,₹3000/day,BOGUS99,150.0,3150.0,eco
RES-03413,UPI,₹3000/day,,150.0,3150.0,standard
RES-03414,upi,3000/day,BOGUS99,150.0,3150.0,eco
RES-03415,cash,₹ 800 /day,DISC15,,840.0,standard
RES-03416,Card,1200/day,,60.0,1260.0,premium
RES-03417,UPI,"₹ 1,200 /day",DISC15,60.0,1260.0,eco
RES-03418,UPI,₹1000/day,,,1050.0,premium
RES-03419,Card,1000/day,SAVE10,50.0,1050.0,standard
RES-03420,upi,2500,SAVE10,125.0,2625.0,standard
RES-03421,upi,1500,SAVE10,,1575.0,premium
RES-03422,wallet,2000,SAVE10,100.0,2100.0,premium
RES-03423,card,₹1500/day,,75.0,1575.0,premium
RES-03424,card,800/day,DISC15,,840.0,eco
RES-03425,Card,1000/day,SAVE10,50.0,1050.0,eco
RES-03426,upi,"₹ 1,000 /day",BOGUS99,50.0,1050.0,standard
RES-03427,wallet,"₹ 2,000 /day",DISC15,100.0,2100.0,premium
RES-03428,wallet,800,BOGUS99,40.0,840.0,eco
RES-03429,wallet,₹1000/day,,50.0,1050.0,eco
RES-03430,upi,1500,DISC15,75.0,1575.0,premium
RES-03431,wallet,₹2500/day,BOGUS99,125.0,2625.0,premium
RES-03432,upi,"₹ 1,500 /day",BOGUS99,,1575.0,premium
RES-03433,upi,800/day,DISC15,,840.0,eco
RES-03434,wallet,₹2000/day,SAVE10,100.0,2100.0,premium
RES-03435,card,1200,DISC15,60.0,1260.0,premium
RES-03436,Card,3000,DISC15,150.0,3150.0,premium
RES-03437,UPI,₹2000/day,DISC15,,2100.0,premium
RES-03438,upi,₹1000/day,DISC15,50.0,1050.0,eco
RES-03439,card,800,DISC15,40.0,840.0,eco
RES-03440,wallet,1000/day,DISC15,50.0,1050.0,eco
RES-03441,Card,1500,DISC15,75.0,1575.0,premium
RES-03442,cash,1000,BOGUS99,50.0,1050.0,standard
RES-03443,wallet,₹ 800 /day,,40.0,840.0,premium
RES-03444,UPI,₹2500/day,DISC15,125.0,2625.0,eco
RES-03445,upi,₹2500/day,,125.0,2625.0,standard
RES-03446,Card,2000/day,SAVE10,100.0,2100.0,eco
RES-03447,upi,"₹ 3,000 /day",DISC15,150.0,3150.0,premium
RES-03448,Card,1000,BOGUS99,,1050.0,standard
RES-03449,card,"₹ 2,500 /day",DISC15,,2625.0,standard
RES-03450,Card,₹800/day,,40.0,840.0,premium
RES-03451,upi,1000,SAVE10,,1050.0,eco
RES-03452,cash,1200/day,BOGUS99,60.0,1260.0,standard
RES-03453,card,₹800/day,,,840.0,eco
RES-03454,Card,₹2000/day,BOGUS99,100.0,2100.0,premium
RES-03455,wallet,1500/day,BOGUS99,75.0,1575.0,standard
RES-03456,cash,₹1200/day,,60.0,1260.0,premium
RES-03457,wallet,1500,SAVE10,75.0,1575.0,standard
RES-03458,cash,1200/day,,60.0,1260.0,premium
RES-03459,wallet,1200/day,BOGUS99,60.0,1260.0,premium
RES-03460,card,"₹ 3,000 /day",DISC15,150.0,3150.0,eco
RES-03461,wallet,₹2000/day,,100.0,2100.0,standard
RES-03462,wallet,1200/day,DISC15,,1260.0,premium
RES-03463,cash,₹1200/day,,,1260.0,premium
RES-03464,upi,₹2000/day,DISC15,100.0,2100.0,premium
RES-03465,upi,₹ 800 /day,SAVE10,40.0,840.0,eco
RES-03466,Card,₹3000/day,DISC15,150.0,3150.0,premium
RES-03467,cash,₹1200/day,DISC15,60.0,1260.0,standard
RES-03468,cash,"₹ 2,000 /day",DISC15,,2100.0,premium
RES-03469,UPI,₹2000/day,SAVE10,,2100.0,eco
RES-03470,Card,₹2500/day,BOGUS99,125.0,2625.0,standard
RES-03471,cash,2500/day,DISC15,125.0,2625.0,premium
RES-03472,UPI,800/day,SAVE10,40.0,840.0,standard
RES-03473,UPI,₹1500/day,BOGUS99,75.0,1575.0,standard
RES-03474,upi,"₹ 3,000 /day",DISC15,150.0,3150.0,eco
RES-03475,Card,"₹ 3,000 /day",DISC15,150.0,3150.0,standard
RES-03476,wallet,2500,,125.0,2625.0,premium
RES-03477,wallet,"₹ 1,500 /day",SAVE10,,1575.0,standard
RES-03478,Card,1500/day,,,1575.0,eco
RES-03479,UPI,2500/day,DISC15,125.0,2625.0,standard
